scene_id,speaker,text,emotion
19803,Ross,"But I don’t care,  because you got the apartment.",joy
19803,Ross,Yes!,joy
19803,Rachel,Ewww. Yeah. Umm. I think I’m gonna stay here.,disgust
19803,Joey,Isn’t that great?,joy
19803,Ross,Ezels!!,disgust
19804,Phoebe,"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it’s not your fault.",neutral
19804,Leslie,"Wow, that’s great.",joy
19804,Phoebe,"Oh, yeah!",joy
19804,Leslie,"Y'know you could totally sell this. It’d be perfect for like umm, a kitty litter campaign.",neutral
19804,Phoebe,"I..., a jingle? No, no-no-no, no.",neutral
19804,Leslie,What? Why not? You could make a ton of money.,surprise
19804,Phoebe,"Okay, well if I was in this for the money, I’d be a millionaire by now, y'know.",neutral
19804,Phoebe,You just got to get out of that jingle head sweetie.,neutral
19805,Leslie,"Aw, you’re right, you’re right. I’m sorry.",neutral
19805,Phoebe,"That’s okay. All right, I’m gonna play song that’s really, really sad. It’s called Magician Box Mix Up.",joy
19806,Rachel,"Okay sir, um-mm, let see if I got this right.",neutral
19806,Rachel,"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",neutral
19806,Rachel,"Okay, great.",joy
19806,Rachel,You freak.,disgust
19806,Ross,Thank you.,joy
19806,Isabella,"Um, coffee to go, please.",neutral
19806,Ross,Isabella Rosselini.,neutral
19806,Monica,Are you serious?  Oh my God.,surprise
19806,Ross,Damn! I can’t believe I took her off my list.,anger
19806,Monica,Why? ‘Cause otherwise you’d go for it?,neutral
19806,Ross,"Yeah, maybe.",neutral
19806,Rachel,"Oh-oh, you lie.",disgust
19806,Ross,What you don’t think I’d go up to her?,neutral
19806,Rachel,"Ross, it took you ten years to finally admit you liked me.",neutral
19806,Ross,"Yeah, well missy, you better be glad that list is laminated.",anger
19806,Rachel,"You know what honey, you go ahead, we’ll call her an alternate.",neutral
19806,Ross,"Okay, hold my crawler.",neutral
19806,Rachel,Okay.,neutral
19806,Monica,"Rach, are you really gonna let him do this?",surprise
19806,Rachel,"Honey, he’s about to go hit on Isabella Rosselini. I’m just sorry we don’t got popcorn.",joy
19807,Ross,"Okay, that's, that's enough.",neutral
19807,Ross,Won't you dance around with me.,neutral
19807,Monica,A-ha!!!,surprise
19808,Joey,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",joy
19808,Joey's Hand Twin,Excuse me?,surprise
19808,Joey,"It's me, Joey!",joy
19808,Joey's Hand Twin,Do I know you?,surprise
19808,Joey,Joey!,joy
19808,Joey's Hand Twin,"Oh-ho, yeah. Yeah, the hand guy.",neutral
19808,Joey,Okay that’s fair.,neutral
19808,Ross,All right.,neutral
19809,Phoebe,Good!,neutral
19809,Rachel,Pick one.,neutral
19809,Phoebe,Left!  Thank you.,joy
19809,Rachel,You’re welcome.,neutral
19809,Phoebe,Ross!,surprise
19809,Rachel,Joey!  We should just switch.,neutral
19809,Phoebe,Yeah absolutely!,joy
19810,Phoebe,"Rachel, we’re sorry for pushing those guys on you.",sadness
19810,Rachel,Oh that’s all right!,joy
19810,Rachel,"Y’know, I ended up having a really good time.",joy
19810,Rachel,"Y’know, the charity was a big success and they raised a lot of money and awareness.",joy
19810,Chandler,So what was it for anyway?,neutral
19810,Rachel,I wanna say a disease.,neutral
19810,Joey,Hey!,surprise
19810,All,Hey!,surprise
19810,Joey,I just got this really weird message from Ross. He said turn on,neutral
19810,Phoebe,"Oh my God, look! That’s Elizabeth!",surprise
19810,Rachel,Oh-oh Professor Geller.,neutral
19810,Joey,"Ahh, to be 13 again.",neutral
19811,Ross,"Hey! So uh, was he excited about the tickets?",neutral
19811,Joey,No! He blew us off!,anger
19811,Ross,What?!,surprise
19811,Joey,I know!,surprise
19811,Ross,I can’t believe it.  Can I tell you something? I’m a little mad at him now.,anger
19811,Joey,Can I tell you something? Me too.,anger
19811,Ross,"Y’know what? He didn’t want to talk to us about being angry, well maybe we don’t talk to him",anger
19811,Joey,Ooooh! Freeze him out.,joy
19811,Ross,That’s right!,joy
19811,Joey,I like it!,joy
19812,Elizabeth,Doorknob?,neutral
19812,Ross,"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",neutral
19812,Elizabeth,Oh good.,joy
19812,Ross,"Look, I…  Look, I’m having a great time with you and I just don’t want us to move to fast or put to much pressure on us.",fear
19812,Ross,"So, I’m sorry I just don’t think we should go away together yet.",sadness
19812,Ross,It’s-it’s too soon.,fear
19812,Elizabeth,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I’m going to Florida for a couple weeks.",surprise
19812,Ross,No. I think you misunderstood what,surprise
19812,Elizabeth,You are so adorable.,joy
19812,Ross,That! Let’s talk about that.,joy
19813,Chandler,Hey!,joy
19813,Phoebe,How do you feel?,neutral
19813,Chandler,"Well, let’s just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",neutral
19813,Phoebe,"Okay, so I",neutral
19813,Chandler,And protected them from a tornado?,neutral
19813,Monica,Oh my God.,surprise
19813,Phoebe,"I know, the babies are asleep.",neutral
19813,Monica,"Phoebe, what, what happened here?!",surprise
19813,Phoebe,I did it! I took care of the babies all by myself!,joy
19813,Monica,But my apartment!,surprise
19813,Chandler,Is not as important as the fact that Phoebe took care of the babies all by herself.,neutral
19813,Monica,"You’re right, you’re right I shouldn’t freak out.",neutral
19813,Monica,‘Cause this is what will happen when you and I have babies!,neutral
19813,Monica,When will that be?,neutral
19813,Chandler,"Phoebe, would you take a look at this mess!!!!",anger
19814,Joey,Hey Ross! The baby’s kicking!,joy
19814,Ross,What?! It is?!,surprise
19814,Rachel,It’s not kicking right now. Although we would love to see you do  that again.,joy
19814,Ross,"Hey, when-when was it kicking? What happened?",joy
19814,Rachel,Last night! I just felt it and I went into Joey’s room and he was sleeping,joy
19814,Joey,A dreamless sleep.,neutral
19815,Rachel,"So c'mon, you guys, tell me all the dirt!",joy
19815,Kiki,"Well, the biggest news is still you dumping Barry at the altar!",neutral
19815,Joanne,Alright. Let's talk reality for a second.,neutral
19815,Rachel,Okay.,neutral
19815,Joanne,When are you coming home?,neutral
19815,Rachel,"What? Guys, I'm not.",surprise
19815,Joanne,"C'mon, this is us.",neutral
19815,Rachel,I'm not! This is what I'm doing now. I've got this job-,neutral
19815,Kiki,Waitressing?,surprise
19815,Rachel,"Okay, I'm not just waitressing.",neutral
19815,Rachel,I'm..,neutral
19815,Rachel,"I, um...",neutral
19815,Rachel,"I write the specials on the specials board, and, uh... and I, uh...",neutral
19815,Rachel,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",sadness
19816,Fireman No. 3,"We get off around midnight, why don't we pick you up then?",neutral
19816,Rachel,"So, um, will you bring the truck?",neutral
19816,Fireman No. 3,I'll even let you ring the bell.,neutral
19816,Rachel,"Oh, my god.",surprise
19816,Phoebe,"See, there you go, the cleansing works!",joy
19816,Monica,They're nice guys.,neutral
19816,Rachel,"Oh, they're firemen guys.",joy
19817,Susan,Your son.,neutral
19817,Ross,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",anger
19817,Carol,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",neutral
19817,Ross,"What? Whoa, whoa whoa whoa, what do you mean,",surprise
19817,Carol,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",anger
19817,Ross,I got it.,neutral
19817,Susan,I got it.,neutral
19817,Ross,"I got it! Hey, you get to sleep with her, I get the cramps.",anger
19817,Susan,"No, you don't.",neutral
19817,Carol,"All right, that's it. I want both of you out.",anger
19817,Ross,Why?,surprise
19817,Susan,He started it!,anger
19817,Ross,"No, you started it.",anger
19817,Carol,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",anger
19817,Carol,Now go!,anger
19817,Ross,Thanks a lot.,anger
19817,Susan,See what you did.,anger
19817,Ross,"Yeah, listen...",neutral
19817,Carol,Out,anger
19818,Monica,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",joy
19818,Mischa,"Well, you just asked if I wanted to go to bed with you tonight.",neutral
19818,Monica,Oh my God! No wonder I get such great service at Cafe Maurice.,surprise
19818,Phoebe,"Knock, knock, knock, knock, hi.",neutral
19818,Phoebe,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",neutral
19818,Phoebe,You didn’t say Boutros Boutros Gali.,neutral
19818,Mischa,Boutros Boutros Gali.,neutral
19818,Mischa,He says he was too.,neutral
19818,Phoebe,Interesting.,neutral
19818,Mischa,So I was wondering....,neutral
19818,Phoebe,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",joy
19818,Mischa,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",joy
19818,Mischa,So you're a chef?,neutral
19818,Monica,I’m also thinking about opening up my own restaurant.,joy
19818,Mischa,"Oh, really.",surprise
19818,Phoebe,"Monica, can I talk to you behind my menu, please.  What are you doing?",neutral
19818,Monica,"Well, I was having a conversation.",neutral
19818,Phoebe,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",anger
19818,Monica,What do you want me to do? Just sit here silently while you three have a conversation?,anger
19818,Phoebe,That would be great. Thank you.,neutral
19819,Danny,so we finally get to the top of the mountain and airhead here  forgets the camera!,disgust
19819,Joey,"Oh, y'know the same thing happened to me one time.",neutral
19819,Chandler,When did that happen to you?!,surprise
19819,Joey,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,neutral
19819,Chandler,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",disgust
19819,Krista,"Oh, this is so good  you have got to try it.",joy
19819,Danny,"Oh, damn! I got it on my pants.",anger
19819,Krista,"Here, I'll get it.",neutral
19819,Krista,We'd better take these pants off upstairs or that stain's gonna set.,neutral
19819,Danny,Yep.  I'm gonna wear these on our date tonight.,joy
19819,Rachel,"Oh, great!",surprise
19819,Chandler,"Okay, bye!  Oh my God!!",joy
19819,Monica,That was unbelievable!,surprise
19819,Joey,"Yeah, wow, sorry Rach.",sadness
19819,Chandler,I don't believe they're brother and sister.,surprise
19819,Joey,They're brother and sister!!!,surprise
19820,The Director,Action!,neutral
19821,Richard,I found the picture!,anger
19821,Joey,What picture?!,surprise
19821,Richard,The picture of my wife! In your pack!,anger
19821,Joey,You went through my personal property?,anger
19821,Richard,Why do have a picture of Paulette in your pack?!,anger
19821,Joey,"Because Vincent, we were lovers.  For two years!",anger
19821,The Director,Cut! Wonderful!,joy
19821,Joey,Great scene yeah?,joy
19821,Richard,"Oh you’re awesome! And, in that last speech? You soaked me.",joy
19821,The Assistant Director,Here’s your call sheet for tomorrow.,neutral
19821,Phoebe,I know.,neutral
19822,Mrs. Geller,"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",joy
19822,Chandler,"Oh yeah, I should probably call them.",neutral
19822,Mr. Geller,I remember when we first got engaged.,joy
19822,Chandler,"Oh, I don’t think I ever heard that story.",neutral
19822,Mr. Geller,"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",joy
19822,Mrs. Geller,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,disgust
19822,Chandler,What a sweet story.,neutral
19822,Monica,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",disgust
19822,Mr. Geller,What?! They wanted a scary story!,surprise
19822,Monica,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",joy
19822,Monica,What?,surprise
19822,Mrs. Geller,"You tell her Jack, I can’t do it.",fear
19822,Monica,What happened? You still have the Monica wedding fund don’t you?,surprise
19822,Mr. Geller,"We have it. Only now, we call it the beach house.",neutral
19823,Phoebe,"After applying the Waxine and linen strips to leg number one,",neutral
19823,Monica,Did that!,joy
19823,Phoebe,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,neutral
19823,Monica,Okay.  Ow!!!!! Ow-oh-oh!,surprise
19823,Phoebe,Was it not pain-free?,surprise
19823,Monica,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",disgust
19823,Phoebe,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",neutral
19823,Monica,That’s because their nerves are probably deadened from being so stupid.,anger
19823,Monica,"But hey, y'know if you don’t believe me, please, by my guest.",neutral
19823,Phoebe,Ow-ow-ow-ow! Oh my God!!!,surprise
19824,Ross,"Now umm, remember I’m still learning.",neutral
19824,Ross,"One, two, three, four!",neutral
19824,Ross,You know the song! Sing along!,joy
19824,Ross,So?,neutral
19824,Chandler,No!,sadness
19825,Phoebe,Oh my God! That’s David!,surprise
19825,Monica,David who?,neutral
19825,Phoebe,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness
19825,David,Oh my God!,surprise
19825,Phoebe,"Oh, you say someone’s name enough, they turn around.",neutral
19825,David,Phoebe?,surprise
19825,Phoebe,David!  What-what are you doing here? Aren’t you supposed to be in Russia?,surprise
19825,David,"Yeah, I’m just, I’m just in town for a conference. Umm,",neutral
19825,Phoebe,Well… Yeah. You look great too. Did you get a haircut?,joy
19825,David,Yeah. Well I-I got like thirty of them.,neutral
19825,Phoebe,Yeah.,neutral
19826,Ross,Yes! Santa's coming!,joy
19827,Ross,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",sadness
19827,Joey,"It’s no big deal. Hey, y’know, you do what you gotta do. Right?",neutral
19827,Ross,"But hey, it’s not just me, I mean the scientists and the tour guides",neutral
19828,Joey,Whatever.,neutral
19829,Ross,"Okay, Mon, back me up here.",neutral
19829,Ross,"Where you work the uh, waiters eat with the waiters, right?",neutral
19829,Ross,"And the chefs eat with the other chefs, right?",neutral
19829,Monica,I eat by myself in the alley because everybody hates me.,sadness
19829,Joey,"Look, Ross, really it’s-it’s no big deal.",neutral
19829,Joey,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",sadness
19829,Joey,"Y’know, hey I understand.",neutral
19829,Joey,Y’know?,neutral
19829,Joey,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",neutral
19829,Joey,"So it’s y’know, it’s uh, it’s cool.",neutral
19829,Joey,I’ll see you tomorrow.,neutral
19829,Rachel,"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",neutral
19830,Chandler,You did look like an idiot.,joy
19830,Joey,"Hey, I wasn't the only one who looked like an idiot.",neutral
19830,Joey,All right?,neutral
19830,Joey,"Remember when Ross tried to say, ""Butternut squash?""",joy
19830,Joey,"And it came out, ""Squatternut buash?""",joy
19830,Ross,Yeah that's the same.,neutral
19830,Monica,That's it. That's my worse Thanksgiving.,sadness
19830,Phoebe,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,neutral
19830,Monica,"Umm, I-I really don't want to tell this story.",sadness
19830,Chandler,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",neutral
19830,Chandler,"Y'know, for me anyway.",sadness
19830,Chandler,"And of course, the Indians.",sadness
19830,Monica,"Look umm, of all people, you do not want me to tell this story!",anger
19831,Phoebe,"Hi, guys.",neutral
19831,Rachel,Hi! Phoebe.,joy
19831,Monica,Hi Phoebe.,neutral
19831,Phoebe,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",sadness
19831,Rachel,No we,neutral
19831,Monica,Hormones.,neutral
19831,Rachel,"hormones, yeah.",neutral
19832,Rachel,Your parents’?,neutral
19832,Joshua,"Yeah, they’re out of town.",neutral
19832,Rachel,Ohh.,surprise
19832,Joshua,"Yeah-yeah, it’s this",neutral
19832,Rachel,Yeah that works.,neutral
19832,Joshua,They-they-they can smell fear.,fear
19833,Doug,Bing! Ho! And the Bing-ette!,joy
19833,Chandler,"Honey, you remember my boss Doug right?",neutral
19833,Monica,"Yes, hi.",neutral
19833,Doug,"Hi. So good news, the divorce is final. I signed the papers this A.M.",joy
19833,Chandler,"I didn’t know you and Carol were getting divorced, I’m sorry.",sadness
19833,Doug,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",joy
19833,Monica,No leg-chewing for us sir.,neutral
19833,Doug,"Oh well, give it time.",neutral
19833,Doug,"So the divorce, the marriage, we’ve got a lot to celebrate.",joy
19833,Doug,How about we all go out to dinner tomorrow night?,neutral
19833,Doug,"Tomorrow night it is then, I should be out of court by six.",joy
19833,Doug,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,joy
19833,Monica,"Okay, I’ll see you tomorrow!",joy
19833,Monica,"Just so you know, we’re not seeing him tomorrow.",neutral
19833,Monica,I-I cannot spend another evening with that man.,disgust
19833,Monica,Do you remember how he behaved at our wedding?,disgust
19833,Chandler,No.,neutral
19833,Monica,That’s because he wasn’t invited because of the way he behaved at our engagement party.,disgust
19833,Chandler,"Oh yeah. Boy, urine cuts",disgust
19834,Emeril,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",neutral
19834,Chandler,"How many times have I told you guys, you",neutral
19834,Monica,Hi Chandler.,neutral
19834,Chandler,Hey!,neutral
19834,Monica,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",neutral
19834,Chandler,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",sadness
19834,Monica,William Sonoma,neutral
19834,Chandler,Expect it in 4-6 weeks.,neutral
19834,Chandler,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",neutral
19834,Monica,"Yeah, so?",neutral
19834,Chandler,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",neutral
19834,Monica,"Y'know what, champ? I think I'll pass.",neutral
19834,Chandler,Why?,surprise
19834,Monica,Why?,neutral
19834,Chandler,What's your point?,neutral
19835,Joey,"So uh, what’s your name?",neutral
19835,Man,It's Jake.,neutral
19835,Joey,"Joey.  Hey Jake, do you like the Knicks?",neutral
19835,Jake,"Yeah, big fan.",neutral
19835,Joey,"Me too! There’s a game on Tuesday, do you wanna go?",joy
19835,Jake,Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,joy
19836,Carol,Ugh.  Ross!,disgust
19836,Ross,Hi! Sorry I’m late. Were you sleeping?,neutral
19836,Carol,"Ahh, nooo!!",joy
19836,Ross,"Oh, great!",joy
19836,Ross,"Listen, oh I had to get you a whole new battery.",neutral
19836,Ross,"I got you the best one I could, ‘cause that’s not where you want to skimp.",neutral
19836,Carol,"You’re a genius, Ross.",joy
19836,Ross,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",neutral
19836,Carol,"Okay, I’ll pay you tomorrow.",neutral
19836,Ross,"So they ah, they all took off, it was pretty hard watching them go, y'know?",sadness
19836,Carol,"Yeah, okay, bye.",neutral
19836,Ross,So I’m gonna take off then!,neutral
19837,Rachel,"Hey! Oh right, tonight was your party.",surprise
19837,Danny,"Oh wow, you look great! Glad you could make it.",joy
19837,Rachel,"Oh well, y'know, the gala had to end sometime.",neutral
19837,Danny,"Don't go anywhere, I'll be right back.",neutral
19837,Rachel,"Yeah, sure.  All right, whose court is the ball in now?",neutral
19837,Monica,I thought there wasn't a ball?,neutral
19837,Rachel,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",neutral
19837,Danny,"Rachel, this is my friend Tom.",neutral
19837,Rachel,"Oh, go on! You telling people about me?",surprise
19837,Danny,You two could really hit it off! I'm gonna go mingle.,joy
19837,Tom,So you work at,neutral
19837,Rachel,"Yeah, okay, at ease solider!",neutral
19837,Tom,I'm sorry?,surprise
19837,Rachel,"No, it's all right, you can just drop the act Tommy.",neutral
19837,Tom,"I'm gonna go talk to uh, a friend.",sadness
19837,Rachel,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",disgust
19837,Rachel,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,joy
19837,Monica,I think I need a drink.,neutral
19837,Rachel,Yeah!,joy
19838,Joey,"Hey, Pheebs?",neutral
19839,Phoebe,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",anger
19839,Joey,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",sadness
19839,Joey,"And-and I promise, I won't touch a guitar until you say I'm ready.",neutral
19839,Joey,You really think I'm ready?,surprise
19839,Phoebe,Uh-huh!,joy
19839,Joey,Wow! Cool!,joy
19839,Joey,Was the chord at least right,neutral
19839,Phoebe,No!,anger
19840,Jill,"Well, this has been fun.",neutral
19840,Chandler,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",joy
19840,Jill,"Well, goodbye Chandler. I had a great blackout.  See ya.",neutral
19840,Chandler,"Hi, um, I'm account number 7143457.",neutral
19840,Chandler,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",neutral
19841,Lecturer,We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,neutral
19841,Ross,I’m really glad we came.  You’re so pretty. I love you.,joy
19842,Ross,"Okay, that’s a fire. Oh yeah. Oh yeah.",neutral
19842,Rachel,"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",neutral
19842,Rachel,What are you doing?,neutral
19842,Ross,I’m sorry.,neutral
19842,Ross,"But ah, hey, oh, somebody’s off the phone, how ‘bout a glass of wine by the fire, I could get it going again.",neutral
19842,Rachel,"Ross you’re not listening to me, I don’t have time to stop.",neutral
19842,Ross,"Come on Rach, you don’t have what, ten minutes?",neutral
19842,Rachel,I don’t have ten minutes!!,anger
19842,Ross,"What?  Sophie, does she have ten minutes?",neutral
19842,Rachel,"Hey, Ross!!! I told you I don’t!",anger
19842,Ross,"Don’t yell at me okay, this is the most I’ve seen you all week.",sadness
19842,Rachel,"Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later.",neutral
19842,Ross,"Yeah, but wait...",neutral
19842,Rachel,Good bye!,neutral
19842,Sophie,"Actually, that’s our three hole punch.",neutral
19843,Monica,Oh yeah? When?,surprise
19843,Chandler,I'll tell you what.,neutral
19843,Chandler,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",neutral
19843,Monica,Why won't I be married when I'm 40?,surprise
19843,Chandler,"Oh, no, no. I just meant hypothetically.",neutral
19843,Monica,"Ok, hypothetically, why won't I be married when I'm 40?",anger
19843,Chandler,"No, no, no.",neutral
19843,Monica,What is it? Is there something fundamentally unmarriable about me?,anger
19843,Chandler,"Uh, uh.",neutral
19843,Monica,Well?,surprise
19843,Chandler,Dear God! This parachute is a knapsack!,surprise
19843,Rachel,Hey.,neutral
19843,Phoebe,"Hey. Ooh, look at you, dressy-dress.",surprise
19843,Monica,Did you go home and change?,surprise
19843,Rachel,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",neutral
19843,Monica,"No, I haven't seen him.",neutral
19843,Rachel,"Well, where is he? He is supposed to be here.  What if the baby needs him?",surprise
19843,Chandler,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",neutral
19843,Rachel,"Yeah, why?",neutral
19843,Chandler,No reason.,neutral
19844,Ross,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,joy
19844,Monica,"What happened to Santa, Holiday Armadillo?",surprise
19845,The Woman,"Yes! Yes! Please, just give it to me!",joy
19845,Chandler,"Yeah, that’s her.",neutral
19845,The Woman,Thank you.,neutral
19845,Monica,It’s unbelievable! I-I can’t believe that sign didn’t work!,surprise
19845,Chandler,Y’know what would work?,neutral
19845,Chandler,Stop making candy!,anger
19845,Chandler,You mean they like you.,neutral
19845,Monica,Maybe.,neutral
19845,Chandler,Is that why you became a chef? So that people would like you?,surprise
19845,Monica,"Oh, you really want to talk about getting people to like you huh, funny man?",anger
19846,Monica,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled ‘CUT!’",anger
19846,Rachel,"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",surprise
19846,Monica,"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",joy
19846,Rachel,‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!,joy
19846,Monica,What? We could do it!,surprise
19846,Ross,"I don’t know, I mean you were a lot bigger, I mean, stronger back then.",joy
19846,Monica,"I can do it, okay? Come on, let’s go.",neutral
19846,Monica and Ross,"1, 2, 3, 4, 5, 6, 7, 8",neutral
19846,Monica,I can’t do it!,sadness
19846,Chandler,"Now you do that, you’re on TV.",neutral
19847,Joey,Hey!,joy
19847,The Vendor,"So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards...",neutral
19847,Joey,Check this out? Huh?  Yeah. That’s the stuff. What do you think?,neutral
19847,Chandler,"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore.",neutral
19847,Joey,"Well, I like it. Here you go.",neutral
19847,Chandler,"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?",anger
19847,Joey,"Oh, I embarrass you?",surprise
19847,Chandler,How can I answer that when I’m pretending I don’t know you?,neutral
19847,Chandler,Oh really? Then how come no one here is wearing them?,neutral
19847,The Vendor,They’re all tourists.,neutral
19847,Chandler,"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself.",disgust
19847,Joey,Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.,neutral
19847,The Vendor,Good choice.,anger
19847,Joey,Thanks.,joy
19847,Chandler,"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!",anger
19848,Monica,"So! I'm just an empty vase, huh?",surprise
19848,Julio,What?,surprise
19848,Monica,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",anger
19848,Monica,"And y'know what, I get excited about stupid stuff, like when I my",neutral
19848,Julio,"Whoa, whoa, whoa.",surprise
19848,Monica,You don't even know me...,anger
19848,Julio,"Whoa, whoa, whoa, the poem is not about you.",surprise
19848,Monica,What?,surprise
19848,Julio,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",sadness
19848,Monica,"I'm sorry, my friend Phoebe...",sadness
19848,Julio,"No, it's about all women. Well, all American women. You feel better now?",neutral
19848,Monica,Oh yeah.,neutral
19849,Ross,"Okay, forward. Forward—Stop!  Okay, back—Stop!  Okay, forward—Stop! Stop! Stop!",neutral
19849,Phoebe,"Okay, here’s what we’re gonna do.",neutral
19849,Phoebe,"Okay, I’m gonna break into this mini-van and put it in neutral.",neutral
19849,Phoebe,You guys push it forward so Ross can drive out of his spot.,neutral
19849,Phoebe,Okay?,neutral
19849,Phoebe,"All right, here we go.",neutral
19849,Phoebe,Haul ass!!!,neutral
19850,Ross,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",neutral
19850,Ross,So theoretically we could download our thoughts and our memories into this computer...,neutral
19850,Janine,...and live forever as a machine!,joy
19850,Ross,"That's so Janine, you-you-you know what, do you know we're doing right now?",joy
19850,Ross,"You and I, we're interfacing.",neutral
19850,Janine,"Yeah, I gotta go.",fear
19850,Chandler,Ba dum bumb cheshhh!,joy
19851,Monica,"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.",neutral
19851,David,"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",neutral
19851,Monica,See?,neutral
19851,Chandler,"Yeah, that's the same as ""it has something to do with wind"".",fear
19851,Monica,"Alright, I'm gonna go pick up a few things for the trip.",neutral
19851,Phoebe,"Oh, I should go, too.",neutral
19851,Phoebe,"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.",neutral
19852,Phoebe,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",anger
19852,Phoebe,"And she was like ""Oh, don't worry!",sadness
